RespId,weight,ppage,educ,race,gender,income_cat,voter_category
471661,1.0754,34,High school or less,Black,Male,$40-75k,rarely/never
471662,0.942,60,High school or less,White,Male,Less than $40k,rarely/never
471664,0.5699,68,College,Other/Mixed,Female,$75-125k,sporadic
471665,1.4455,43,College,White,Female,$125k or more,sporadic
471666,1.1235,76,High school or less,White,Female,$75-125k,always
471667,0.7985,68,Some college,White,Male,Less than $40k,sporadic
471668,0.9687,67,Some college,White,Male,$125k or more,always
471670,0.8404,70,Some college,White,Female,Less than $40k,sporadic
471671,1.047,39,Some college,White,Male,Less than $40k,sporadic
471672,0.5026,57,College,Black,Female,$75-125k,sporadic
471673,1.2057,41,College,White,Female,$75-125k,always
471674,0.9067,65,Some college,White,Male,$40-75k,always
471675,0.7677,46,College,White,Male,$75-125k,sporadic
471676,0.8257,40,College,White,Male,Less than $40k,rarely/never
471680,0.9597,70,Some college,Other/Mixed,Male,$75-125k,sporadic
471681,0.8657,68,High school or less,White,Male,Less than $40k,sporadic
471682,1.1953,33,High school or less,White,Male,Less than $40k,rarely/never
471683,1.0614,67,High school or less,Hispanic,Female,$40-75k,sporadic
471684,0.4099,56,College,Black,Male,$75-125k,always
471685,1.0352,58,High school or less,Black,Female,Less than $40k,always
471686,0.8618,25,College,White,Female,Less than $40k,always
471687,1.0659,41,College,White,Male,$125k or more,always
471691,1.5225,39,Some college,Other/Mixed,Female,$125k or more,sporadic
471692,0.3664,60,College,Black,Female,$75-125k,sporadic
471693,0.9712,54,College,White,Female,$75-125k,always
471694,0.9676,62,College,White,Male,$125k or more,always
471695,1.8816,59,High school or less,White,Female,Less than $40k,rarely/never
481809,0.9556,64,Some college,White,Female,$40-75k,always
471696,1.4351,37,College,White,Female,$125k or more,rarely/never
471697,1.1454,60,Some college,White,Male,$125k or more,always
471698,0.9078,42,College,Hispanic,Female,$125k or more,sporadic
471699,1.7176,26,Some college,Hispanic,Male,$125k or more,rarely/never
471700,0.9046,32,College,White,Male,$75-125k,sporadic
471701,0.8377,52,College,White,Male,$40-75k,sporadic
471703,0.9726,40,College,Other/Mixed,Male,$125k or more,sporadic
471705,0.8683,62,College,White,Female,$75-125k,sporadic
471706,1.0515,73,High school or less,White,Female,$40-75k,sporadic
471707,1.103,55,College,White,Female,$75-125k,sporadic
471708,2.0555,43,High school or less,Black,Female,$40-75k,sporadic
471709,1.3612,68,High school or less,White,Female,$125k or more,always
471710,0.9943,35,College,White,Male,$40-75k,sporadic
471711,1.2651,41,Some college,White,Female,$75-125k,sporadic
471713,1.0445,72,High school or less,White,Female,$40-75k,sporadic
471716,1.2486,45,College,White,Female,$125k or more,rarely/never
471718,1.143,65,High school or less,White,Female,$75-125k,sporadic
471719,1.0808,40,College,White,Male,$125k or more,sporadic
471721,0.7321,76,College,White,Female,$75-125k,always
471723,1.0182,58,High school or less,Black,Male,$75-125k,always
471724,0.7479,73,College,White,Male,$40-75k,sporadic
471725,1.1303,41,Some college,White,Male,$75-125k,sporadic
471727,2.1671,48,High school or less,White,Female,$75-125k,rarely/never
471728,0.9532,41,High school or less,White,Male,Less than $40k,rarely/never
471729,1.1668,58,High school or less,White,Female,Less than $40k,rarely/never
481846,1.384,23,Some college,Hispanic,Male,$125k or more,rarely/never
471731,0.8431,28,College,Black,Female,$40-75k,sporadic
471735,0.853,77,Some college,White,Male,$75-125k,rarely/never
471736,0.9208,78,Some college,White,Female,$75-125k,always
471737,1.2008,38,High school or less,Hispanic,Male,Less than $40k,sporadic
471738,0.8741,65,Some college,White,Male,$75-125k,rarely/never
471739,1.2836,41,Some college,White,Male,$75-125k,rarely/never
471740,1.144,59,High school or less,Hispanic,Male,$75-125k,sporadic
471741,1.4421,50,High school or less,White,Female,$125k or more,sporadic
481859,0.9958,22,Some college,White,Male,$75-125k,always
471742,1.3041,56,College,White,Female,$125k or more,sporadic
471743,0.6899,66,College,White,Male,$75-125k,rarely/never
471744,0.4872,58,College,Hispanic,Male,$125k or more,always
471745,1.2138,33,College,White,Female,$125k or more,always
471746,0.8076,53,College,White,Male,$75-125k,sporadic
471747,0.5558,67,Some college,Hispanic,Female,Less than $40k,sporadic
481866,0.6727,52,Some college,Hispanic,Female,$40-75k,always
471748,1.1696,58,Some college,White,Female,$75-125k,sporadic
481868,0.3943,64,Some college,Hispanic,Male,$75-125k,sporadic
471750,1.1822,28,Some college,Other/Mixed,Male,$75-125k,rarely/never
471751,1.2702,37,Some college,White,Male,$75-125k,sporadic
471752,1.07,65,High school or less,White,Male,$75-125k,always
471754,0.8535,77,College,White,Female,$75-125k,always
471755,1.544,67,High school or less,White,Male,$40-75k,always
471757,0.7035,56,College,White,Male,$40-75k,sporadic
471758,0.9076,25,High school or less,White,Male,Less than $40k,rarely/never
471759,1.5704,41,High school or less,White,Female,$75-125k,sporadic
471760,1.4623,57,High school or less,White,Female,$75-125k,always
471761,0.3728,71,College,Black,Female,$75-125k,always
471762,0.8332,70,Some college,Other/Mixed,Male,Less than $40k,always
471763,1.0082,23,High school or less,White,Male,$75-125k,always
471764,0.7349,69,College,White,Female,$40-75k,always
471766,0.9608,74,High school or less,White,Female,Less than $40k,sporadic
471768,1.1653,85,Some college,White,Male,$125k or more,sporadic
471769,0.8912,32,College,Other/Mixed,Female,$75-125k,sporadic
471770,1.0037,28,College,White,Male,$125k or more,rarely/never
471772,0.8102,28,College,Hispanic,Male,$75-125k,rarely/never
471773,1.1588,29,Some college,Other/Mixed,Female,Less than $40k,rarely/never
471774,1.1241,58,Some college,White,Female,Less than $40k,always
481895,1.0515,85,High school or less,White,Female,$40-75k,always
471775,0.8718,48,College,White,Male,$75-125k,sporadic
471781,1.0213,31,High school or less,Black,Male,Less than $40k,sporadic
471782,1.3618,40,High school or less,White,Female,Less than $40k,rarely/never
471783,1.0357,32,College,Other/Mixed,Female,$125k or more,sporadic
471784,0.8465,33,Some college,Black,Female,$40-75k,sporadic
471786,0.8208,67,High school or less,Black,Female,$75-125k,always
471788,0.4185,49,College,Hispanic,Male,$75-125k,sporadic
471789,1.1653,66,Some college,White,Male,$125k or more,always
471791,1.5009,58,High school or less,White,Male,Less than $40k,rarely/never
471792,0.5839,55,Some college,Black,Male,$40-75k,always
471794,1.1045,56,Some college,White,Male,$125k or more,sporadic
471795,1.073,33,College,White,Male,$75-125k,always
471796,1.0193,42,College,White,Female,$75-125k,sporadic
471797,1.0943,65,High school or less,White,Female,$75-125k,sporadic
471798,1.5561,41,High school or less,Hispanic,Female,$75-125k,sporadic
471799,0.9485,70,High school or less,White,Male,$75-125k,sporadic
471801,1.5705,59,Some college,White,Female,$125k or more,sporadic
471802,1.085,64,High school or less,White,Male,$75-125k,sporadic
471803,1.2105,27,Some college,Hispanic,Male,Less than $40k,rarely/never
471806,0.8628,82,College,White,Male,$40-75k,always
471807,0.5754,35,College,Black,Female,Less than $40k,sporadic
471808,0.9106,52,College,White,Male,$75-125k,sporadic
471809,1.4616,29,High school or less,Other/Mixed,Male,Less than $40k,rarely/never
471810,1.2603,32,College,White,Male,$125k or more,sporadic
471811,1.1292,25,High school or less,White,Male,$75-125k,always
481934,1.064,32,High school or less,Black,Female,Less than $40k,rarely/never
471812,1.3629,29,High school or less,White,Male,Less than $40k,rarely/never
471813,0.5005,60,Some college,Black,Female,Less than $40k,sporadic
471814,0.6586,33,College,Black,Female,$40-75k,rarely/never
471816,1.2072,48,High school or less,White,Male,$75-125k,sporadic
471819,0.8678,62,Some college,White,Male,$75-125k,sporadic
481943,0.9569,57,High school or less,White,Male,Less than $40k,always
471821,1.7384,34,High school or less,White,Male,Less than $40k,rarely/never
471822,0.8926,32,College,White,Male,$40-75k,sporadic
471824,0.9175,47,College,White,Female,Less than $40k,sporadic
471825,1.329,32,High school or less,White,Female,Less than $40k,rarely/never
481950,0.74,28,College,Other/Mixed,Male,$40-75k,rarely/never
481951,0.5309,31,College,Black,Male,$40-75k,always
471826,1.2687,33,College,White,Male,$125k or more,sporadic
471827,1.0092,72,College,White,Female,$125k or more,always
471828,0.6586,31,College,Black,Female,$40-75k,always
471829,1.4712,32,High school or less,White,Female,Less than $40k,rarely/never
471830,0.8691,54,High school or less,Hispanic,Male,$75-125k,sporadic
471831,1.0783,65,High school or less,White,Male,$40-75k,always
471832,1.0267,75,College,White,Female,$125k or more,always
471835,1.1089,66,College,White,Male,$125k or more,sporadic
471836,0.7835,77,College,White,Male,$75-125k,sporadic
471838,0.9511,61,College,White,Male,$125k or more,always
471839,1.4106,39,College,White,Female,$125k or more,sporadic
471844,1.0091,64,High school or less,Hispanic,Female,$40-75k,sporadic
471845,1.2671,30,High school or less,Black,Female,Less than $40k,rarely/never
471847,0.6457,57,Some college,Black,Male,$75-125k,always
471848,1.4655,31,High school or less,Other/Mixed,Female,$40-75k,sporadic
481975,1.2782,33,Some college,White,Female,Less than $40k,rarely/never
471850,0.2954,69,College,Black,Male,$40-75k,sporadic
471851,0.6485,31,Some college,Black,Male,$40-75k,always
471852,1.2774,31,High school or less,Black,Female,Less than $40k,always
471855,0.9778,32,High school or less,Black,Male,Less than $40k,rarely/never
471856,0.501,56,Some college,Hispanic,Male,$75-125k,sporadic
481984,1.2066,77,High school or less,Hispanic,Female,$75-125k,sporadic
471858,0.7754,32,College,Other/Mixed,Male,$40-75k,rarely/never
471859,1.0515,62,High school or less,White,Female,$40-75k,always
471862,1.2375,50,High school or less,White,Female,Less than $40k,sporadic
471864,0.4915,45,College,Black,Female,$40-75k,sporadic
471867,1.3041,49,College,White,Female,$125k or more,sporadic
471868,0.5712,63,Some college,Hispanic,Female,Less than $40k,rarely/never
471869,0.8535,61,College,White,Female,$125k or more,always
471870,0.9081,38,College,White,Male,$40-75k,sporadic
471871,0.9106,58,College,White,Male,$125k or more,always
471872,0.8404,34,Some college,Black,Female,$40-75k,sporadic
471875,1.0688,32,College,White,Female,$75-125k,sporadic
471877,0.9608,78,High school or less,White,Female,Less than $40k,sporadic
471878,1.779,39,High school or less,Hispanic,Female,Less than $40k,sporadic
471879,0.5617,67,College,Other/Mixed,Male,$40-75k,sporadic
471881,1.0233,32,College,White,Female,$75-125k,rarely/never
471882,1.4274,52,High school or less,White,Male,$125k or more,sporadic
471883,0.9264,66,College,White,Male,$125k or more,always
471884,1.4351,37,College,White,Female,$125k or more,rarely/never
471885,1.4072,33,High school or less,White,Female,$40-75k,rarely/never
471886,0.3754,75,College,Black,Female,$75-125k,always
471887,0.9211,68,Some college,White,Female,$40-75k,sporadic
471888,0.9051,85,Some college,White,Female,$75-125k,sporadic
471889,0.2878,68,College,Hispanic,Male,$40-75k,sporadic
471893,1.0482,53,High school or less,White,Male,Less than $40k,sporadic
471895,0.5977,60,High school or less,Black,Male,Less than $40k,always
471896,1.1444,37,High school or less,White,Male,$40-75k,rarely/never
471897,1.0515,81,High school or less,White,Female,$40-75k,always
471898,0.8746,64,College,White,Female,$125k or more,sporadic
471900,1.4274,47,High school or less,White,Male,$125k or more,sporadic
482034,0.7546,43,College,Hispanic,Male,$125k or more,sporadic
471901,1.1512,74,High school or less,White,Female,$75-125k,always
471902,1.0515,84,High school or less,White,Female,$40-75k,always
482038,0.2953,61,College,Black,Male,$75-125k,sporadic
471904,0.4233,63,College,Black,Female,$75-125k,always
471906,0.9261,77,High school or less,White,Female,Less than $40k,always
471910,1.1247,34,College,White,Female,$40-75k,sporadic
471912,0.9647,56,College,White,Female,$75-125k,always
471914,1.2307,53,Some college,White,Female,$40-75k,sporadic
471915,0.997,57,High school or less,White,Male,$40-75k,rarely/never
471916,1.3447,41,Some college,White,Female,$40-75k,always
482053,0.8404,40,Some college,Black,Female,Less than $40k,always
482054,1.0012,81,Some college,White,Female,$75-125k,always
471917,0.9637,22,Some college,White,Male,$40-75k,always
471918,1.3368,51,High school or less,White,Female,$40-75k,rarely/never
471919,0.4896,56,College,Black,Female,$75-125k,always
471920,1.0745,60,High school or less,Black,Male,$40-75k,rarely/never
471922,1.0233,41,College,White,Female,$75-125k,sporadic
471923,0.834,71,Some college,White,Male,$40-75k,always
471926,1.1476,48,High school or less,White,Male,$75-125k,sporadic
482067,1.1849,59,High school or less,Black,Female,$40-75k,always
471928,1.2779,44,College,White,Male,$125k or more,rarely/never
471929,1.2398,27,Some college,Hispanic,Male,$75-125k,always
471930,1.0067,60,High school or less,White,Female,$40-75k,sporadic
471931,0.892,29,College,White,Female,$40-75k,always
471932,0.9835,35,College,White,Female,$40-75k,sporadic
471933,1.858,29,High school or less,Hispanic,Male,Less than $40k,rarely/never
471934,0.9051,62,Some college,White,Female,$75-125k,always
471935,1.2129,70,High school or less,Other/Mixed,Female,$75-125k,sporadic
471936,1.0087,24,Some college,White,Male,$40-75k,rarely/never
471937,0.991,80,High school or less,White,Male,$40-75k,always
471938,1.1998,50,High school or less,White,Male,$40-75k,always
471939,0.9208,60,Some college,White,Female,$75-125k,sporadic
471941,2.0454,59,High school or less,White,Female,$40-75k,always
471944,1.1015,39,Some college,White,Male,Less than $40k,sporadic
471945,0.5539,75,Some college,Black,Male,$125k or more,sporadic
471947,1.3883,31,High school or less,White,Male,$75-125k,rarely/never
471948,1.3598,80,High school or less,White,Male,Less than $40k,sporadic
471949,0.7464,58,Some college,Black,Female,$40-75k,sporadic
471950,0.4705,52,College,Black,Female,Less than $40k,sporadic
471953,0.6321,57,Some college,Hispanic,Male,$40-75k,rarely/never
471954,1.1812,52,High school or less,Hispanic,Female,$40-75k,rarely/never
471955,1.2225,31,College,White,Female,$75-125k,always
471957,0.9742,72,High school or less,White,Female,Less than $40k,sporadic
471958,0.6786,67,College,Other/Mixed,Female,$125k or more,always
471959,0.7413,32,College,Other/Mixed,Female,Less than $40k,sporadic
471960,0.9261,85,High school or less,White,Female,Less than $40k,rarely/never
471961,1.0274,36,College,White,Male,$125k or more,rarely/never
471962,0.8681,73,Some college,White,Male,$40-75k,sporadic
471963,0.3085,65,College,Black,Male,$40-75k,sporadic
471964,0.9656,47,Some college,White,Male,$75-125k,rarely/never
471965,1.2671,33,High school or less,Black,Female,Less than $40k,sporadic
471966,0.9298,45,College,White,Female,$75-125k,sporadic
471967,0.7083,77,College,White,Male,$75-125k,sporadic
471968,0.8359,26,Some college,White,Male,Less than $40k,rarely/never
471969,1.2745,58,Some college,White,Male,$125k or more,sporadic
471970,1.6301,27,Some college,Black,Male,Less than $40k,rarely/never
482113,1.2964,32,Some college,White,Female,$75-125k,rarely/never
471972,0.8746,64,College,White,Female,$75-125k,sporadic
471973,1.3193,43,High school or less,Hispanic,Male,$40-75k,sporadic
471975,1.0781,50,High school or less,Black,Female,$75-125k,sporadic
471976,0.7988,64,College,White,Female,$40-75k,always
471977,0.7835,73,College,White,Male,$75-125k,sporadic
471978,1.2216,28,High school or less,White,Female,$75-125k,rarely/never
471982,1.0779,46,Some college,White,Male,$75-125k,sporadic
471983,0.9895,32,College,Other/Mixed,Male,$125k or more,rarely/never
471986,0.5232,50,Some college,Black,Male,$40-75k,sporadic
471987,2.015,31,High school or less,White,Female,Less than $40k,rarely/never
471989,0.4056,80,College,Black,Female,$75-125k,always
471990,0.9659,51,Some college,White,Male,$40-75k,sporadic
471994,0.9569,55,High school or less,White,Male,Less than $40k,sporadic
471996,1.5454,68,High school or less,White,Male,$40-75k,sporadic
471997,0.9855,61,Some college,White,Male,$75-125k,sporadic
471999,0.8261,76,Some college,White,Female,Less than $40k,always
472000,0.5026,49,College,Black,Female,$75-125k,always
472002,0.853,69,Some college,White,Male,$75-125k,always
472003,0.5687,54,Some college,Black,Male,$40-75k,sporadic
472004,1.0525,80,High school or less,White,Female,Less than $40k,always
472008,0.3032,63,College,Black,Male,$40-75k,always
472009,1.1737,62,Some college,White,Male,$125k or more,always
472010,0.8864,51,College,White,Female,Less than $40k,sporadic
482153,1.4721,54,Some college,Other/Mixed,Female,$125k or more,sporadic
472011,1.2726,48,Some college,White,Female,$75-125k,rarely/never
472012,0.3603,48,College,Hispanic,Male,$75-125k,sporadic
472013,1.5296,43,High school or less,White,Female,$75-125k,rarely/never
472014,0.8184,74,College,White,Male,$125k or more,always
472015,1.2818,50,College,White,Female,$125k or more,sporadic
472016,1.2284,34,Some college,Hispanic,Female,$125k or more,sporadic
472017,0.955,64,High school or less,Black,Male,Less than $40k,sporadic
482161,0.5189,56,Some college,Black,Male,Less than $40k,sporadic
482162,1.0274,36,College,White,Male,$125k or more,sporadic
472018,1.2828,76,High school or less,White,Male,$125k or more,always
472019,1.3258,64,High school or less,White,Male,Less than $40k,sporadic
472020,1.2138,31,College,White,Female,$75-125k,rarely/never
472021,1.1653,61,Some college,White,Male,$125k or more,always
472022,1.8591,36,High school or less,Hispanic,Female,$40-75k,rarely/never
482169,1.3342,34,High school or less,Black,Female,Less than $40k,rarely/never
472024,1.2428,29,High school or less,White,Female,$75-125k,rarely/never
472029,0.6899,64,College,White,Male,$75-125k,always
472030,1.2057,35,College,White,Female,$75-125k,always
472031,1.2294,32,High school or less,White,Female,Less than $40k,rarely/never
472032,0.8912,34,College,Other/Mixed,Female,$125k or more,sporadic
472033,0.7677,58,College,White,Male,$75-125k,sporadic
472034,0.9252,84,High school or less,White,Female,Less than $40k,always
472036,1.0687,47,High school or less,Hispanic,Female,Less than $40k,rarely/never
472037,0.9511,66,College,White,Male,$125k or more,always
472039,0.9252,55,College,Other/Mixed,Male,$125k or more,sporadic
472041,0.962,22,High school or less,White,Male,$40-75k,always
472042,0.4099,54,College,Black,Male,$75-125k,sporadic
472043,0.9158,23,Some college,White,Male,$75-125k,always
472044,1.8305,41,High school or less,White,Male,$40-75k,rarely/never
472045,1.103,59,College,White,Female,$125k or more,always
472046,2.1065,36,High school or less,White,Female,Less than $40k,sporadic
472047,0.3936,73,Some college,Black,Male,$40-75k,always
472048,1.0515,62,High school or less,White,Female,$40-75k,always
482196,1.0137,64,High school or less,White,Female,$75-125k,sporadic
472050,1.0067,61,High school or less,White,Female,$40-75k,sporadic
482198,0.2858,62,College,Black,Male,$40-75k,always
472051,0.5872,62,Some college,Black,Female,$125k or more,always
472053,1.1037,55,High school or less,White,Male,Less than $40k,sporadic
472054,1.1222,28,Some college,Hispanic,Male,Less than $40k,always
472055,0.8261,63,Some college,White,Female,Less than $40k,always
472056,1.0341,65,College,White,Female,$125k or more,always
472057,0.9797,75,High school or less,Hispanic,Female,Less than $40k,always
472058,1.0064,68,High school or less,White,Female,$75-125k,sporadic
472059,0.8618,85,Some college,White,Male,Less than $40k,sporadic
472060,0.9656,55,Some college,Other/Mixed,Male,Less than $40k,rarely/never
482210,0.8427,28,Some college,White,Male,$40-75k,rarely/never
472062,0.8961,66,High school or less,White,Male,Less than $40k,always
472063,1.3882,38,High school or less,Black,Female,$75-125k,sporadic
472064,0.9764,66,High school or less,Hispanic,Female,Less than $40k,sporadic
472065,0.5351,71,High school or less,Hispanic,Male,Less than $40k,sporadic
472066,0.9687,64,Some college,White,Male,$75-125k,always
472067,0.9712,57,College,White,Female,$75-125k,sporadic
472068,2.0555,30,High school or less,Black,Female,$40-75k,sporadic
472069,1.2437,43,High school or less,White,Male,$75-125k,rarely/never
472070,1.0296,33,High school or less,Black,Male,Less than $40k,rarely/never
472071,0.7835,67,College,White,Male,$125k or more,sporadic
472072,1.8405,28,High school or less,Hispanic,Female,$40-75k,rarely/never
472074,0.6402,37,Some college,Hispanic,Male,Less than $40k,sporadic
472079,0.5771,34,College,Black,Male,$75-125k,sporadic
472080,1.2687,36,College,White,Male,$125k or more,sporadic
472082,1.2687,32,College,White,Male,$125k or more,sporadic
472084,1.0767,55,College,White,Male,$125k or more,always
472085,1.0767,54,College,White,Male,$125k or more,sporadic
472086,0.6634,30,College,Black,Female,$40-75k,always
472087,0.6634,34,College,Black,Female,$40-75k,sporadic
472088,1.0554,50,High school or less,White,Male,$75-125k,always
472089,0.927,37,Some college,Hispanic,Female,$75-125k,rarely/never
472093,1.3521,34,High school or less,White,Female,$40-75k,sporadic
472094,1.2698,57,High school or less,White,Female,$75-125k,always
472095,0.8885,58,Some college,White,Male,Less than $40k,rarely/never
472096,1.0801,29,College,White,Female,$75-125k,rarely/never
472097,0.4995,41,College,Black,Male,$75-125k,always
472098,0.9006,66,Some college,White,Male,$40-75k,always
472099,0.3597,51,College,Hispanic,Male,$75-125k,sporadic
472100,0.7713,38,College,Other/Mixed,Female,$75-125k,rarely/never
472102,0.4057,64,College,Hispanic,Female,Less than $40k,rarely/never
472104,0.6671,70,College,Other/Mixed,Female,$125k or more,always
472105,0.9844,74,High school or less,White,Male,$40-75k,always
472106,1.0143,50,High school or less,White,Male,$40-75k,always
472108,1.2745,53,Some college,White,Male,$125k or more,rarely/never
472110,1.103,54,College,White,Female,$75-125k,rarely/never
472111,1.2375,59,High school or less,White,Female,Less than $40k,sporadic
472113,1.1986,49,High school or less,White,Male,$75-125k,rarely/never
482264,0.3897,79,College,Black,Male,$125k or more,always
472115,0.9186,83,High school or less,White,Female,Less than $40k,sporadic
472116,0.7492,61,High school or less,Black,Female,Less than $40k,always
472117,0.928,48,Some college,White,Male,$40-75k,sporadic
472121,1.0825,67,High school or less,Hispanic,Female,Less than $40k,sporadic
472124,0.9116,82,High school or less,White,Male,Less than $40k,always
472127,1.0336,61,High school or less,White,Female,$40-75k,sporadic
472128,1.2486,45,College,White,Female,$125k or more,sporadic
472129,0.8561,24,College,White,Female,Less than $40k,rarely/never
472130,1.1235,64,High school or less,White,Female,$75-125k,sporadic
472131,0.867,64,Some college,Other/Mixed,Male,$75-125k,sporadic
482283,0.9281,29,College,White,Female,$75-125k,always
472132,1.1198,46,Some college,White,Female,$75-125k,sporadic
472134,1.0427,55,High school or less,Hispanic,Male,$75-125k,always
472135,1.0811,50,High school or less,Hispanic,Female,$40-75k,sporadic
472136,0.9175,50,College,White,Female,$40-75k,always
472137,1.1166,37,College,White,Female,$40-75k,sporadic
472138,1.7489,48,High school or less,Other/Mixed,Female,$75-125k,rarely/never
472139,0.9252,79,High school or less,White,Female,Less than $40k,always
472140,1.4124,37,High school or less,White,Male,$125k or more,rarely/never
472144,1.0943,66,High school or less,White,Female,$75-125k,always
472146,0.8699,67,Some college,White,Female,$40-75k,sporadic
472147,1.2871,33,Some college,White,Female,$75-125k,sporadic
472148,1.427,57,High school or less,White,Female,$75-125k,sporadic
472151,2.2921,40,High school or less,White,Female,Less than $40k,rarely/never
472152,0.9456,60,Some college,White,Female,$40-75k,always
482305,0.8305,50,High school or less,Black,Male,$40-75k,sporadic
472154,0.9508,61,High school or less,White,Female,$40-75k,always
472157,1.0012,71,Some college,White,Female,$75-125k,sporadic
472159,1.0267,23,College,White,Female,$75-125k,rarely/never
472160,1.1809,58,Some college,Other/Mixed,Male,$125k or more,sporadic
472162,2.0168,37,High school or less,White,Female,Less than $40k,rarely/never
472163,0.4453,67,Some college,Black,Male,$75-125k,always
472164,0.5172,36,College,Hispanic,Male,$75-125k,sporadic
472165,1.4124,36,High school or less,White,Male,$75-125k,rarely/never
472166,0.9035,58,High school or less,Hispanic,Male,$40-75k,sporadic
482321,1.8179,59,High school or less,White,Female,Less than $40k,rarely/never
472167,1.2225,35,College,White,Female,$75-125k,sporadic
472168,1.1764,58,High school or less,Black,Female,$40-75k,sporadic
472169,1.0691,35,College,White,Female,$40-75k,sporadic
482325,0.9223,45,High school or less,White,Male,Less than $40k,rarely/never
472170,0.9995,75,High school or less,White,Female,Less than $40k,sporadic
472171,0.431,70,Some college,Black,Male,$40-75k,sporadic
472173,0.8462,38,Some college,Hispanic,Female,$75-125k,rarely/never
472174,0.5504,57,College,Black,Male,$125k or more,sporadic
472175,1.211,67,Some college,Other/Mixed,Female,$125k or more,sporadic
472176,1.278,43,Some college,Hispanic,Female,$125k or more,sporadic
472179,0.9746,60,College,White,Male,$125k or more,sporadic
472180,1.3523,34,High school or less,White,Male,$75-125k,always
472183,1.5454,67,High school or less,White,Male,$40-75k,sporadic
472184,1.718,48,High school or less,White,Male,$40-75k,sporadic
472185,1.2147,36,College,White,Male,$125k or more,sporadic
472187,0.8309,64,Some college,White,Male,$75-125k,sporadic
472188,0.9612,77,College,White,Male,$125k or more,sporadic
472189,1.3212,22,High school or less,White,Male,$125k or more,always
472192,0.4201,66,Some college,Hispanic,Male,$40-75k,always
472193,0.3085,71,College,Black,Male,$40-75k,sporadic
472195,0.7985,78,Some college,White,Male,Less than $40k,sporadic
472196,0.7012,51,College,Other/Mixed,Male,$40-75k,sporadic
472197,1.0863,41,Some college,White,Male,Less than $40k,sporadic
472198,1.1685,39,Some college,White,Male,$40-75k,rarely/never
472199,0.8281,29,College,Hispanic,Female,$75-125k,always
472200,1.0279,77,Some college,White,Female,$125k or more,sporadic
472201,1.3514,24,High school or less,White,Female,$75-125k,rarely/never
472202,1.0493,50,Some college,White,Female,Less than $40k,rarely/never
472203,1.1168,22,Some college,Other/Mixed,Male,$40-75k,rarely/never
472204,1.1899,28,High school or less,White,Female,$75-125k,rarely/never
472205,0.8636,29,College,White,Male,$125k or more,sporadic
472207,1.2779,31,College,White,Male,$125k or more,rarely/never
472209,0.5983,54,Some college,Black,Male,$40-75k,sporadic
472210,0.8961,77,High school or less,White,Male,$40-75k,sporadic
472212,0.8438,53,Some college,White,Male,Less than $40k,rarely/never
472213,1.001,27,High school or less,White,Male,$75-125k,rarely/never
472214,1.1303,43,Some college,White,Male,$75-125k,sporadic
472215,0.9673,75,High school or less,White,Female,Less than $40k,always
472216,0.8951,53,College,White,Male,$75-125k,always
472220,1.1241,55,Some college,White,Female,$40-75k,sporadic
472221,1.1512,72,High school or less,White,Female,$125k or more,always
472223,0.7028,29,College,Other/Mixed,Male,Less than $40k,rarely/never
472224,0.5564,48,College,Black,Female,$75-125k,always
472225,1.2818,47,College,White,Female,$125k or more,always
472226,1.3447,31,Some college,White,Female,$40-75k,sporadic
472228,0.8816,71,Some college,White,Female,$75-125k,always
472230,1.3568,52,High school or less,White,Male,$125k or more,always
472232,1.0767,49,College,White,Male,$125k or more,always
472235,1.022,51,College,White,Female,$40-75k,sporadic
472236,1.74,32,High school or less,Hispanic,Female,$75-125k,sporadic
472239,1.4455,35,College,White,Female,$125k or more,sporadic
472240,1.2779,33,College,White,Male,$125k or more,rarely/never
472242,1.2875,35,Some college,White,Female,$40-75k,rarely/never
472243,0.7981,34,Some college,Black,Female,Less than $40k,sporadic
472244,0.9046,34,College,White,Male,$75-125k,sporadic
472245,0.705,35,Some college,Black,Male,$40-75k,always
472247,1.2471,33,College,White,Male,$125k or more,sporadic
472248,1.6285,44,High school or less,Hispanic,Female,$40-75k,rarely/never
472249,0.8226,34,College,Other/Mixed,Male,$75-125k,rarely/never
472250,1.2453,76,Some college,White,Female,$125k or more,sporadic
472251,1.4106,35,College,White,Female,$125k or more,always
472252,1.7,32,High school or less,White,Male,$40-75k,sporadic
472253,1.2147,32,College,White,Male,$125k or more,sporadic
472254,1.5205,38,High school or less,Other/Mixed,Female,$40-75k,sporadic
472255,2.2027,32,High school or less,White,Male,$40-75k,rarely/never
472256,1.0213,33,High school or less,Black,Male,Less than $40k,sporadic
472258,0.8002,26,College,White,Male,$40-75k,sporadic
472260,1.9795,31,High school or less,Hispanic,Male,$125k or more,rarely/never
472261,0.7223,84,College,White,Female,$40-75k,always
472262,1.0357,36,College,Other/Mixed,Female,$125k or more,sporadic
472263,1.4351,32,College,White,Female,$125k or more,sporadic
472265,0.8429,35,College,Other/Mixed,Male,$125k or more,sporadic
472266,2.4141,40,High school or less,White,Female,Less than $40k,rarely/never
472267,1.1931,32,College,White,Female,$75-125k,sporadic
472268,0.7206,83,College,White,Male,$75-125k,sporadic
482431,1.0591,86,High school or less,White,Female,$40-75k,always
482432,1.1444,42,High school or less,White,Male,$40-75k,sporadic
472270,1.1737,77,Some college,White,Male,$125k or more,sporadic
